ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7993776	1.59e-13	3.55e-16	-10.6869306	26.472449	-2.34238707	LOC81691	exonuclease NEF-sp
7901363	1.81e-13	4.08e-16	-10.6519533	26.33535	-1.44171885	CDKN2C	cyclin dependent kinase inhibitor 2C
8024038	1.97e-13	4.51e-16	-10.6273324	26.238768	-2.40197319	AZU1	azurocidin 1
7989657	1.98e-13	4.59e-16	-10.6230114	26.221811	-1.88401067	KIAA0101	KIAA0101
8151871	2.26e-13	5.31e-16	-10.5864644	26.078309	-2.36987354	CCNE2	cyclin E2
8179019	3.05e-13	7.32e-16	10.5067047	25.764647	2.70225779	HLA-F///HLA-B	major histocompatibility complex, class I, F///major histocompatibility complex, class I, B
8168146	3.05e-13	7.35e-16	-10.5057103	25.760733	-2.26831879	KIF4A	kinesin family member 4A
7983969	3.11e-13	7.59e-16	-10.4976761	25.7291	-2.76990424	CCNB2	cyclin B2
7927710	3.48e-13	8.63e-16	-10.4660461	25.604501	-2.22380094	CDK1	cyclin dependent kinase 1
7968637	3.48e-13	8.73e-16	-10.4631398	25.593047	-2.3167102	CCNA1	cyclin A1
8102643	3.96e-13	1.00e-15	-10.4284746	25.456363	-2.29715326	CCNA2	cyclin A2
8122202	3.98e-13	1.02e-15	-10.4239905	25.438674	-3.59896533	MYB///MYB	MYB proto-oncogene, transcription factor///MYB proto-oncogene, transcription factor
8010590	4.11e-13	1.07e-15	-10.4130821	25.395632	-1.73834148	BAHCC1	BAH domain and coiled-coil containing 1
7919614	4.14e-13	1.11e-15	-10.4040571	25.360013	-2.33229368	HIST2H3D///HIST2H3A///HIST2H3C	histone cluster 2, H3d///histone cluster 2, H3a///histone cluster 2, H3c
7970989	4.14e-13	1.11e-15	-10.4029533	25.355656	-2.15551674	CCDC169-SOHLH2///CCDC169	CCDC169-SOHLH2 readthrough///coiled-coil domain containing 169
7979307	4.14e-13	1.11e-15	-10.4026694	25.354535	-2.73547268	DLGAP5	DLG associated protein 5
8024900	4.75e-13	1.29e-15	-10.3660481	25.209912	-1.98998455	UHRF1	ubiquitin like with PHD and ring finger domains 1
8070297	5.58e-13	1.54e-15	-10.323066	25.039998	-3.7186388	ERG	ERG, ETS transcription factor
7937020	5.90e-13	1.64e-15	-10.3065679	24.97473	-2.77092991	MKI67	marker of proliferation Ki-67
8083447	6.73e-13	1.89e-15	-10.2715492	24.836105	-1.45152472	P2RY1	purinergic receptor P2Y1
8006298	8.05e-13	2.29e-15	10.2245419	24.649834	1.99885479	RAB11FIP4	RAB11 family interacting protein 4
8057990	8.83e-13	2.54e-15	10.1992489	24.549521	1.99129396	ANKRD44	ankyrin repeat domain 44
8054344	9.26e-13	2.69e-15	-10.1847383	24.491943	-1.79313764	RFX8	RFX family member 8, lacking RFX DNA binding domain
8013671	9.35e-13	2.75e-15	-10.1796752	24.471848	-2.00879504	SPAG5	sperm associated antigen 5
8022747	9.76e-13	2.93e-15	-10.1643193	24.410888	-2.86674268	B4GALT6	beta-1,4-galactosyltransferase 6
8026139	9.76e-13	2.93e-15	-10.1641005	24.410018	-1.77364146	NFIX	nuclear factor I X
8083709	1.10e-12	3.34e-15	-10.1320882	24.282862	-1.59853086	SMC4	structural maintenance of chromosomes 4
8132369	1.22e-12	3.75e-15	-10.1030492	24.167433	-2.39016296	EPDR1	ependymin related 1
7930894	1.22e-12	3.76e-15	10.1026404	24.165807	2.29230351	GRK5	G protein-coupled receptor kinase 5
7917370	1.26e-12	3.93e-15	-10.0918582	24.122928	-2.23241663	COL24A1	collagen type XXIV alpha 1 chain
7933707	1.31e-12	4.13e-15	-10.0793133	24.073026	-1.65462663	ZWINT	ZW10 interacting kinetochore protein
8003991	1.38e-12	4.43e-15	10.0624174	24.005792	1.4073413	MINK1	misshapen like kinase 1
8127778	1.38e-12	4.45e-15	-10.0610664	24.000415	-2.07278088	FAM46A	family with sequence similarity 46 member A
8032088	1.60e-12	5.21e-15	-10.0225117	23.846892	-2.36865738	PRSS57	protease, serine 57
7940565	1.61e-12	5.29e-15	-10.0185628	23.831161	-3.01806686	FADS2	fatty acid desaturase 2
7982792	1.70e-12	5.64e-15	-10.0029064	23.768774	-1.84846905	RAD51	RAD51 recombinase
8103932	1.78e-12	5.95e-15	-9.9899851	23.717269	-2.13654467	CENPU	centromere protein U
7949364	1.88e-12	6.35e-15	-9.9741071	23.653958	-1.34154195	CDCA5	cell division cycle associated 5
8171561	2.10e-12	7.16e-15	-9.9445615	23.536091	-2.73607206	SCML2	sex comb on midleg-like 2 (Drosophila)
8057599	2.20e-12	7.55e-15	-9.9314281	23.483673	-3.73332428	TFPI	tissue factor pathway inhibitor
8109712	2.53e-12	8.77e-15	-9.8950015	23.338208	-1.78650653	HMMR	hyaluronan mediated motility receptor
8161701	2.71e-12	9.47e-15	9.8760201	23.262362	1.9082968	TMEM2	transmembrane protein 2
8079237	2.74e-12	9.67e-15	-9.8709757	23.2422	-1.96828329	KIF15	kinesin family member 15
8172270	2.76e-12	9.83e-15	-9.8668842	23.225846	-3.72489085		
7985873	3.26e-12	1.17e-14	-9.8241536	23.054958	-1.84931753	TICRR	TOPBP1 interacting checkpoint and replication regulator
7947363	3.64e-12	1.32e-14	-9.7955688	22.940556	-1.93883133	WT1	Wilms tumor 1
7981525	3.67e-12	1.34e-14	-9.7909181	22.921936	-1.39988151	CDCA4	cell division cycle associated 4
8025672	3.76e-12	1.39e-14	9.7829768	22.890138	2.6315015	SLC44A2	solute carrier family 44 member 2
8167314	3.94e-12	1.46e-14	9.7698999	22.837765	1.14441733	TBC1D25	TBC1 domain family member 25
8150253	4.24e-12	1.59e-14	-9.750063	22.758292	-1.67213219	STAR	steroidogenic acute regulatory protein
7939411	4.93e-12	1.86e-14	-9.7109212	22.601383	-1.78000408	C11orf74	chromosome 11 open reading frame 74
8097356	5.33e-12	2.03e-14	-9.6899811	22.517389	-2.43962156	PLK4	polo like kinase 4
8067221	6.58e-12	2.52e-14	9.6368439	22.304091	2.24400833	ZBP1	Z-DNA binding protein 1
8007071	6.67e-12	2.59e-14	-9.630941	22.280382	-2.43377175	CDC6	cell division cycle 6
8117760	6.67e-12	2.60e-14	9.6296868	22.275344	3.55978002	HLA-F///HLA-B	major histocompatibility complex, class I, F///major histocompatibility complex, class I, B
8003298	7.77e-12	3.05e-14	-9.5903696	22.117357	-1.79378445	SLC7A5	solute carrier family 7 member 5
8059838	8.03e-12	3.19e-14	-9.5795674	22.073931	-1.78662754	HJURP	Holliday junction recognition protein
8180061	8.03e-12	3.20e-14	9.5787479	22.070636	1.80516212	TAP1	transporter 1, ATP binding cassette subfamily B member
8104234	8.57e-12	3.46e-14	-9.5599132	21.994895	-1.95396212	TRIP13	thyroid hormone receptor interactor 13
8093053	8.57e-12	3.47e-14	-9.5590525	21.991433	-2.24290493	TFRC	transferrin receptor
8031792	8.87e-12	3.62e-14	9.5488345	21.950331	1.29527315	ZNF211	zinc finger protein 211
7899462	9.24e-12	3.80e-14	-9.5370744	21.903016	-1.50094662	RCC1///SNHG3///RCC1	regulator of chromosome condensation 1///small nucleolar RNA host gene 3///regulator of chromosome condensation 1
8083092	9.25e-12	3.83e-14	9.5349948	21.894648	1.98596425	ZBTB38	zinc finger and BTB domain containing 38
7955736	9.31e-12	3.89e-14	-9.5316995	21.881387	-1.41250391	ESPL1	extra spindle pole bodies like 1, separase
7943240	9.35e-12	3.96e-14	-9.5272658	21.863545	-2.49464298	PIWIL4	piwi like RNA-mediated gene silencing 4
8135480	9.35e-12	3.96e-14	9.5270198	21.862555	1.5694486	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
7968484	1.06e-11	4.53e-14	-9.494602	21.73205	-1.97647687	BRCA2	BRCA2, DNA repair associated
8024843	1.10e-11	4.75e-14	-9.4832065	21.686157	-1.34234274	CHAF1A	chromatin assembly factor 1 subunit A
8131356	1.12e-11	4.87e-14	9.4769473	21.660945	1.63176257	CCZ1B///CCZ1	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated///CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
8073858	1.12e-11	4.89e-14	-9.4759661	21.656993	-1.40884697	GTSE1	G2 and S-phase expressed 1
8037103	1.20e-11	5.26e-14	-9.4580042	21.584626	-1.75391535	GRIK5	glutamate ionotropic receptor kainate type subunit 5
7954029	1.25e-11	5.54e-14	9.4457177	21.535112	1.35645694	CDKN1B	cyclin dependent kinase inhibitor 1B
7954090	1.40e-11	6.22e-14	-9.417418	21.421024	-3.85759896	EMP1	epithelial membrane protein 1
7946041	1.45e-11	6.56e-14	-9.4046339	21.369468	-3.08403686	HBD	hemoglobin subunit delta
8013660	1.45e-11	6.60e-14	9.4031872	21.363633	1.62344639	ALDOC	aldolase, fructose-bisphosphate C
8017393	1.45e-11	6.60e-14	9.403142	21.363451	1.10783982	LIMD2	LIM domain containing 2
8124527	1.51e-11	6.93e-14	-9.3911686	21.315152	-3.65320297	HIST1H1B	histone cluster 1, H1b
8117458	1.87e-11	8.64e-14	9.3379492	21.100358	2.01173447	BTN3A1	butyrophilin subfamily 3 member A1
8145418	1.93e-11	8.97e-14	-9.3288292	21.06353	-2.01385234	CDCA2	cell division cycle associated 2
7939131	1.94e-11	9.09e-14	-9.3256151	21.05055	-1.58125443	WT1-AS	WT1 antisense RNA
8109484	1.95e-11	9.15e-14	-9.3239548	21.043844	-1.29674082	KIF4B///KIF4A	kinesin family member 4B///kinesin family member 4A
7987114	2.03e-11	9.59e-14	-9.3125172	20.997646	-1.69962693	GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP///ULK4P1///CHRFAM7A	golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member N///golgin A8 family member I, pseudogene///ULK4 pseudogene 1///CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion
8015759	2.15e-11	1.02e-13	-9.29647	20.932815	-1.11949826	VAT1	vesicle amine transport 1
8155754	2.19e-11	1.05e-13	-9.2901216	20.907163	-4.03101041	MAMDC2	MAM domain containing 2
7991779	2.32e-11	1.12e-13	-9.2753097	20.847302	-0.81592461	FAM234A	family with sequence similarity 234 member A
7900658	2.44e-11	1.18e-13	-9.2617079	20.792319	-1.68926053	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
8121911	2.85e-11	1.39e-13	-9.2225075	20.633791	-1.67478789	CENPW	centromere protein W
7913852	2.90e-11	1.43e-13	-9.2164309	20.609209	-1.29248839	AUNIP	aurora kinase A and ninein interacting protein
8091780	2.90e-11	1.44e-13	-9.2149443	20.603195	-1.96752024	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
8152582	2.95e-11	1.47e-13	-9.2095711	20.581456	-1.54633171	DSCC1	DNA replication and sister chromatid cohesion 1
8129193	2.96e-11	1.48e-13	9.2069038	20.570663	2.09348871	CEP85L	centrosomal protein 85 like
8043602	3.04e-11	1.53e-13	-9.1989781	20.538592	-1.93840421	NCAPH	non-SMC condensin I complex subunit H
8144036	3.49e-11	1.78e-13	-9.1632681	20.394047	-2.23132432	XRCC2	X-ray repair cross complementing 2
7921133	3.49e-11	1.78e-13	-9.1624018	20.390539	-1.04214101	HDGF	hepatoma-derived growth factor
7935692	3.50e-11	1.80e-13	-9.160738	20.383803	-2.14276106	ERLIN1	ER lipid raft associated 1
8100231	4.04e-11	2.09e-13	-9.1241797	20.23574	-2.43482498	TEC	tec protein tyrosine kinase
7989146	4.18e-11	2.17e-13	-9.1147746	20.197636	-1.94453583	MNS1	meiosis specific nuclear structural 1
8170468	4.21e-11	2.20e-13	-9.1115825	20.184702	-1.77049704	HMGB3	high mobility group box 3
8054702	4.67e-11	2.46e-13	-9.0849182	20.076642	-1.89476619	CKAP2L	cytoskeleton associated protein 2 like
7975412	4.69e-11	2.48e-13	9.0824386	20.066591	1.47383077	TTC9	tetratricopeptide repeat domain 9
7983650	4.89e-11	2.60e-13	-9.0709935	20.020195	-2.87837901	SLC27A2	solute carrier family 27 member 2
7933933	5.25e-11	2.81e-13	-9.0528253	19.94653	-1.90480799	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
7914630	5.45e-11	2.93e-13	9.0423798	19.904169	1.01089374	TRIM62	tripartite motif containing 62
8019796	5.55e-11	3.00e-13	-9.0365225	19.880413	-1.83407315	MAFG	MAF bZIP transcription factor G
8082523	6.01e-11	3.27e-13	-9.0158495	19.796551	-1.20053716	IFT122	intraflagellar transport 122
8130539	6.04e-11	3.31e-13	9.0134292	19.786732	1.93331929	TAGAP	T-cell activation RhoGTPase activating protein
8151592	6.22e-11	3.42e-13	-9.0049752	19.75243	-4.08730612	CA1	carbonic anhydrase 1
8160559	6.28e-11	3.48e-13	9.001263	19.737367	2.31890458	DDX58	DEXD/H-box helicase 58
8047187	6.78e-11	3.77e-13	-8.9814504	19.656959	-0.76334556	CCDC150	coiled-coil domain containing 150
8109326	7.13e-11	3.99e-13	-8.9678441	19.601728	-2.36945847	SMIM3	small integral membrane protein 3
8027604	7.18e-11	4.04e-13	8.9648825	19.589705	1.6476424	KIAA0355	KIAA0355
8122773	7.45e-11	4.23e-13	-8.953827	19.544819	-1.1989946	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
8105828	7.45e-11	4.24e-13	-8.9534792	19.543407	-2.88296875	CCNB1	cyclin B1
8034122	7.46e-11	4.28e-13	-8.9514008	19.534968	-1.5715247	SPC24	SPC24, NDC80 kinetochore complex component
7932420	7.46e-11	4.29e-13	-8.9503658	19.530766	-2.43456299	HACD1	3-hydroxyacyl-CoA dehydratase 1
7988644	7.47e-11	4.32e-13	-8.9488861	19.524757	-4.94131555	ATP8B4	ATPase phospholipid transporting 8B4 (putative)
7978208	7.56e-11	4.40e-13	8.9445222	19.507037	0.9798847	TINF2	TERF1 interacting nuclear factor 2
7946275	8.12e-11	4.75e-13	8.9261959	19.43261	2.67165898	GVINP1	GTPase, very large interferon inducible pseudogene 1
7916898	8.23e-11	4.84e-13	-8.9216657	19.414209	-2.08897944	DEPDC1	DEP domain containing 1
7957404	8.61e-11	5.09e-13	8.9095219	19.364879	1.01310757	METTL25	methyltransferase like 25
8061471	8.63e-11	5.13e-13	-8.9076262	19.357177	-2.30885824	GINS1	GINS complex subunit 1
8049016	9.56e-11	5.71e-13	-8.8817793	19.252157	-1.25971369	PSMD1	proteasome 26S subunit, non-ATPase 1
7953218	1.10e-10	6.60e-13	-8.8469497	19.110589	-2.23439844	RAD51AP1	RAD51 associated protein 1
8044450	1.14e-10	6.90e-13	8.8361551	19.066702	1.30897595	ZC3H6	zinc finger CCCH-type containing 6
8014551	1.14e-10	6.91e-13	8.8357285	19.064967	1.52326726	SYNRG	synergin, gamma
8118322	1.18e-10	7.17e-13	-8.8269069	19.029098	-1.88990421	SNORD52	small nucleolar RNA, C/D box 52
8017262	1.25e-10	7.69e-13	-8.8101368	18.9609	-2.23355515	BRIP1	BRCA1 interacting protein C-terminal helicase 1
7958273	1.26e-10	7.74e-13	8.8083243	18.953529	2.82076338		
8118111	1.26e-10	7.81e-13	8.8063826	18.945631	2.12422843	HCP5	HLA complex P5 (non-protein coding)
8060988	1.32e-10	8.18e-13	-8.7950759	18.899643	-2.62499378	BTBD3	BTB domain containing 3
7965094	1.41e-10	8.79e-13	-8.7778679	18.829641	-1.52067328	E2F7	E2F transcription factor 7
8083677	1.44e-10	9.02e-13	-8.7716519	18.804351	-2.98840264	IQCJ-SCHIP1///SCHIP1	IQCJ-SCHIP1 readthrough///schwannomin interacting protein 1
7923753	1.57e-10	9.92e-13	8.7488188	18.711441	2.79883464	NUAK2	NUAK family kinase 2
8124280	1.59e-10	1.01e-12	8.7444955	18.693846	2.53671656	FAM65B	family with sequence similarity 65 member B
8117165	1.59e-10	1.01e-12	-8.7442006	18.692646	-2.19879889	SOX4	SRY-box 4
8143327	1.61e-10	1.03e-12	8.7392177	18.672367	1.65983849	PARP12	poly(ADP-ribose) polymerase family member 12
8099132	1.73e-10	1.11e-12	-8.7212965	18.599422	-2.56250574	CYTL1	cytokine like 1
8060225	1.73e-10	1.12e-12	-8.7195889	18.592471	-0.7762261	HDLBP	high density lipoprotein binding protein
8149927	1.85e-10	1.20e-12	-8.7030016	18.524944	-2.8707139	CLU	clusterin
8133167	1.86e-10	1.21e-12	8.7001775	18.513446	1.80992585	KCTD7	potassium channel tetramerization domain containing 7
8179564	1.86e-10	1.22e-12	-8.6995284	18.510803	-1.77754237	KIFC1	kinesin family member C1
7956856	1.88e-10	1.24e-12	-8.6948569	18.491783	-3.33957526	MSRB3	methionine sulfoxide reductase B3
8124521	1.97e-10	1.30e-12	-8.6835018	18.445547	-1.79008121	HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K	histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4j///histone cluster 1, H4k
7949971	2.04e-10	1.36e-12	-8.6731867	18.403541	-1.85151075	CPT1A	carnitine palmitoyltransferase 1A
7925929	2.04e-10	1.36e-12	-8.6722675	18.399798	-3.35897753	AKR1C3	aldo-keto reductase family 1, member C3
8046488	2.05e-10	1.37e-12	-8.6703695	18.392068	-2.4433769	CDCA7	cell division cycle associated 7
7939242	2.11e-10	1.43e-12	-8.6607825	18.353023	-0.94807174	CAPRIN1	cell cycle associated protein 1
7972674	2.11e-10	1.44e-12	-8.6597456	18.3488	-1.66368339	TEX30	testis expressed 30
7900979	2.11e-10	1.44e-12	-8.6595444	18.34798	-1.7282352	RNF220	ring finger protein 220
8168517	2.16e-10	1.48e-12	-8.6525819	18.319622	-1.88703198	LPAR4	lysophosphatidic acid receptor 4
8001410	2.27e-10	1.56e-12	8.6404995	18.270406	2.53454908	AKTIP	AKT interacting protein
7951133	2.28e-10	1.57e-12	8.6380748	18.260528	3.03228845	MAML2///MAML2	mastermind like transcriptional coactivator 2///mastermind like transcriptional coactivator 2
8146967	2.35e-10	1.63e-12	-8.6294527	18.225403	-2.07744433	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1
8091537	2.36e-10	1.65e-12	-8.626785	18.214535	-3.10337515	IGSF10	immunoglobulin superfamily member 10
8019183	2.36e-10	1.65e-12	-8.6263322	18.21269	-0.63610338	ACTG1	actin gamma 1
8149793	2.36e-10	1.66e-12	8.6256631	18.209964	0.91700529	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4
7985364	2.39e-10	1.68e-12	8.6215686	18.193283	1.30454265	IL16	interleukin 16
7941900	2.41e-10	1.71e-12	8.6177605	18.177767	0.7759764	RPS6KB2	ribosomal protein S6 kinase B2
7985268	2.41e-10	1.72e-12	-8.6167434	18.173623	-2.08797664	FAH	fumarylacetoacetate hydrolase
8104758	2.46e-10	1.76e-12	-8.6109098	18.149854	-3.84670479	NPR3	natriuretic peptide receptor 3
8097461	2.51e-10	1.80e-12	-8.605253	18.126805	-1.66469968	NOCT	nocturnin
7923875	2.58e-10	1.86e-12	-8.5977681	18.096305	-2.44328735	C1orf186	chromosome 1 open reading frame 186
8001133	2.59e-10	1.88e-12	-8.5957181	18.087951	-2.52342777	SHCBP1	SHC binding and spindle associated 1
7913869	2.78e-10	2.03e-12	-8.5764552	18.009447	-2.78817412	STMN1	stathmin 1
8119582	2.78e-10	2.04e-12	8.5754316	18.005275	1.32884185	GLTSCR1L	GLTSCR1 like
